rep;r1-;r2-;r3-;r4-;r5-;r6-;r7-;r8-;r9-;r10-;r11-;r12-;r13-;r14-;r15-;r16-;r17-;r18-;r19-;r20-;r21-;r22-;r23-;r24-;r25-;r26-;r27-;r28-;r29-;r30-;r31-;r32-;r33-
Здравствуйте, есть склонность к суициду ( помогают разговоры с частным психологом), хочу обратиться к психиатру. Чем этот визит может обернуться;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Здравствуйте. Я парень, мне 17 лет. А знаете, я когда-то был творческим юношей, полным жизненной энергии и сил. Писал песни, которые нахваливали даже незнакомые люди, мои стихи всегда ценились учительницей в старших классах. Увлекался психологией и философией. Имел спортивное тело, безумно любимую девушку, которой я восхищался. Были и друзья и знакомые. Не без проблем конечно. Но я мечтал, мечтал по свойски, мечтал как никто другой, жил, по-настоящему жил. Далее произошло нечто ужасное.. Моему другу понравилась моя девушка, потом из-за этого разборки,предательство девушки, предательство моих друзей, драка, выстрел из пневмат. пистолета в голову.. Пуля осталась там, в голове. Делали операцию.(нарушений мозга нет)Провалялся месяц в больнице, потерял близких друзей и 15кг мыщечной массы на антибиотиках. Я стал снова ненавидеть свое тело. Появилось бесчувственность, безразличие ко всему, поскуднело мировосприятие, пропало желание ко всему, больше нет никакого творчества, пропал интерес к людям. Сильное разочарование в жизни. Разочаровался так же и в девушке, отношений почти нет, но она пытаеться помочь мне. Стал очень агрессивным. Я мечтал поступить на псих фак, но и образование не приносит никакого удовольствия, прогулы, долги - на грани отчисления. Сам ничего не делаю, когда пытаюсь взять себя в руки через день-два ломаюсь к чертям. Очень заметно деградировал интелектуально. Психотерапевт в психдиспансере не помог. Не знаю что делать.. Мне с каждым днем все хуже, все меньше надежды.. Нет никакого смысла в жизни.. Появились суицидальные наклонности.. Помогите..прошу вас.. Благодарю заранее за ваш ответ.;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1
Здравствуйте,меня зовут Дмитрий.Мне 27 лет.Я очень давно хотел обратиться за помощью,но не делал этого,находил в себе силы,удалял то,что писал,возвращался к жизни.Сейчас сил уже не осталось...каждый день думаю о суициде,внутри все горит,думаю ,что созрел.Я даже не думал,что найду тему,которая описывает мое состояние.Все эти слова,они все обо мне.Постоянная тревога,страх,это преследует меня всю жизнь.Депрессия уже как год.Мысли о суициде появлялись,но желание было не такое,как сейчас.Я даже не знаю кому пишу,и прочтет ли это письмо кто-нибудь.Я так устал молчать.У меня нет друзей,мне не с кем быть откровенным,мне не с кем поделиться своей болью.Я не смогу обратиться к специалисту,мне проще сделать шаг с балкона,чем говорить все это в лицо.Наверно я сам уже не хочу чтобы мне помогали,просто хочу рассказать.Я знаю когда я решусь,все скажут,он бы никогда не сделал бы этого,он был жизнерадостным,он любил жить.И мне предстоит написать письмо,как делали это сотни раз другие,чтобы ни у кого не осталось сомнений,что это я,что я сам так решил.Я не буду жаловаться на работу,свою беспомощность и жизнь.Говорят,когда собираешься к Богу,надо встретить рассвет и вечером уйти,на закате. Завтра я надену очередную маску счастья на свое лицо,которая будет ждать вечера;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
" Здравствуйте. В последние месяцы я ощущаю тревожность (без видимой причины), страх, безысходность и бессмысленность существования, мне не нравится моя жизнь, меня все раздражает, я не хочу ничего делать, я не понимаю, для чего я живу. Состояние здоровья ухудшилось, все свободное время я стала проводить в больницах, доверия к врачам у меня больше нет, т.к. лечить меня никто не хочет, у меня постоянно ощущение, что из меня хотят вытянуть побольше денег и ""отделаться"". Совсем недавно (отчетливо было видно неделю назад) я начала замечать за собой навязчивые мысли при малейшем недомогании о том, что так жить нельзя, это не жизнь, что лучше вовсе не жить, чем так мучиться, я стала думать, что можно с собой сделать ""если вдруг"", эмоциональное состояние я даже описать не могу. Я прекрасно осознаю всю серьезность такого положения, и от этого мне еще хуже, т.к. я понимаю, что будет дальше (я уже думала,кому оставить свои вещи). Пока меня приводит в чувства осознание ответственности перед своими родными, больше всего перед мамой, которая не переживет, если со мной что-то случится. Это первое, а второе: вот уже третий год я никак не могу пережить расставание со своим молодым человеком, из-за этого я у меня не складываются отношения с другими молодыми людьми. Все,с кем бы я не общалась, напоминают мне о нем. Мне все время больно и обидно, у меня сердце обливается кровью, потому что я не понимаю, как можно было со мной так поступить. Эти чувства разъедают меня изнутри, я не могу с ними справится. Я понимаю, что мне нужен психотерапевт, но куда обращаться, не знаю, т.к. доверия у меня ни к кому нет.";1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0
Меня 3 года преследуют сплошные неудачи. Чем бы ни начала заниматься, все постоянно заканчивается плохо. Из-за этого очень часто появляются суицидальные мысли, даже продумываю план, как сделать все изощренно и красиво. Я устала, что я ничего не могу нормально сделать, спасибо, что хотя бы из университета не выгнали, но все равно мне так тяжело осознавать, что не могу идти дальше, из-за страха, что опять настигнет неудача и тогда я точно наложу на себя руки. От такого поступка меня останавливает мой молодой человек, но иногда боюсь, что и он меня бросит после очередной истерики. Самое ужасное, что эта самодеструкция доставляет большое удовольствие, доставляет тем, что все внимание приковано к моей персоне, тем самым компенсируя то, чего мне не хватило на концертах (занимаюсь вокалом и большинство бед из-за концертов, на которых постоянно казусы происходят). Когда мне говорят, что все хорошо, я не верю, считаю, что это лесть и ложь, чтобы меня не расстраивать...;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0
"Здравствуйте. Мир стал черно-белым для меня. Мне снятся кошмары и, чтобы не заснуть, я режу кожу на запястье. Боль вообще немного успокаивает. Смысла в существовании не вижу и чувствую себя в нем лишней, ""как черная птица в уютной гостиной"". Очень одинока. Просто интересно, что напишет мне психолог на этом сайте. Обращалась к специалистам в своем городе, эффекта никакого.";1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1
"Здравствуйте. С ноября прошлого года нахожусь в странном состоянии. Началось всё с постоянного аврала. Спала по пять часов в сутки, ничего не успевала соображать. Затем по учёбе уехала во Владивосток. Там всё и началось. Ещё в дороге стала задумываться о суициде. Через месяц вернулась домой. Стало лучше, но ненадолго. К лету, когда все стрессы вроде бы уже кончились, моё состояние стало таким, что любой, даже радостный повод вызывал у меня мысли о самоубийстве. В сентябре начались проблемы со сном: вечером не могла уснуть, утром вставала уставшая и невыспавшаяся. С октября начала всерьез готовиться к суициду. В ноябре появились нарушения аппетита, одно время почти ничего не ела; совсем не могла на чём-либо концентрироваться. Написать длинное письмо или сочинение было большой проблемой, даже читать не могла. К декабрю этого года мысль о самоубийстве стала фоновой. Обратиться не к кому. Не хочу расстраивать своих близких. Если бы я жила одна, совершила бы суицид ещё прошлой зимой, но я несу ответственность за родителей, за любимого человека, за всех людей, кому я была дорога. Я понимаю это, потому что летом 13-сестра моего друга покончила с собой, а ведь она вряд ли задумалась, скольким людям она принесла боль. Очень плачу, когда понимаю, что ответственность за любимых людей не даёт мне спокойно покончить с собой. Раз нельзя умереть, то нужно, наверное, приходить в нормальное состояние. Помогите, пожалуйста. Сегодняшний день стал последней каплей. Простите, что так сбивчиво пишу, мысли путаются немного.";1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1
Потеряла близкого ,любимого человека(жениха)...разочаровалась в самых близких людях после этого(все были против нас)..не могу найти себя в этой жизни..прошло уже достаточно времени..есть близкие друзья...молодые люди...но совершенно нет цели в жизни..ничего не радует и не увлекает..я человек искусства (рисую)не могу взять карандаш в руку...да даже просто потеряла талант...вывод забросила учебу...все цели которые ставлю перед собой или желания кратковременные..достигаю ..и снова жить не хочется..при любой не удачи...совсем опускаются руки..совершенно ничего не хочется в жизни...ничего не держит..пару раз пыталась умереть...спасли друзья...понимаю что это не выход но ничего поделать не могу..не контролирую эти мысли..люблю жениха(бывшего) но вместе не можем уже быть..он как не сбывшаяся мечта(как и я для него)..не знаю что делать..как найти цель в жизни..которая будет заставлять меня жить;1;1;1;1;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1
Здравствуйте. Мне 19 лет. У меня несколько проблем, складывая которые, я хочу закончить эвтаназией, при том, что к психологу уже обращалась. 1. меня воспитывали так, что все мои желания и цели были моей матери, я единственный ребенок в семье, живу с матерью, и так вышло, что все, что хочет она должна хотеть и я. а сейчас я понимаю, что я не знаю кто я, не знаю что я хочу, не знаю чем мне заниматься. ничего не доставляет ни радости ни удовольствия о состоянии счастья я вообще молчу. единственное, мне нравятся лошади, в остальном...ничего больше не знаю. и самое страшное, не знаю как понять, что я хочу, а не моя мать. 2. не могу ни с кем нормально общаться. при общении, просто возникает в голове пустота. именно пустота. как при медитации. я не знаю что овтетить, что сказать, никакие мысли в голову не приходят. постоянно во всем сомневаюсь, не знаю что точно правильно. меня всю жизнь обвиняли, что я делаю все неправильно, и я привыкла к этому, и в 99% я ничего не делаю, так как знаю, что сделаю не правильно. 3. странная, но в то же время, вероятно, серьезная проблема. когда я договариваюсь с кем нибудь встретиться, то за час до встречи пишу что не могу. или если записалась к врачу - то же самое. и тоже не знаю что с этим делать. помогите мне пожалуйста я очень надеюсь на ваши ответ.;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1
Почти три часа ночи, а я не сплю и с 11 часов реву. Мне так надоела моя жизнь и я сама. Ощущение полной безысходности, никчемности и тупизны. Одиночество пожирает меня. у меня есть друзья, и я их люблю, но чего то мне не хватает. Я поступала и в ВУз и в колледж, но везде ушла с первого курса, потому что скушно было, а теперь я жалею. Потому что ощущаю что становлюсь тупее день ото дня Я некрасивая. Говорят некрасивых не бывает, но это ложь, они бывают и среди них я. Мое сердце полно добра и любви, но нет того, кому бы это нужно было. Хочу выучить английский, но не получается, потому что я ничего не могу запомнить. Я ни на что не способна.. Мне никто не говорил что я красивая. Я устала.. устала бороться.. Хочется свернутся в клубочек и не просыпаться... Родителлей у меня нет, живу с дедом, которого очень люблю, и пожалуй только он и два моих кота еще держат тут.;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1
