rep;r1-;r2-;r3-;r4-;r5-;r6-;r7-;r8-;r9-;r10-;r11-;r12-;r13-;r14-;r15-;r16-;r17-;r18-;r19-;r20-;r21-;r22-;r23-;r24-;r25-;r26-;r27-;r28-;r29-;r30-;r31-;r32-;r33-
"Постоянная депрессия и суицидальные мысли
Здравствуйте! На протяжении 3х лет у меня постоянные страхи тревоги и очень жить не хочется, ещё я ипохондрик постоянно думаю что не так у меня что то с кишечником нервничаю каждый день! Не могу так жить надоело, есть муж он постоянно поддерживает меня, но побороть это в себе не могу никак. Боюсь ездить куда либо далеко от дома, летом тем более вылезать из дому боюсь потому что мало ли солнечный удар ударит. Мало кушать стала потому что боюсь что с кишечником не так что то, очень расстраиваюсь когда в туалет по большому хожу не так как надо! Самооценка низкая у меня.себя не люблю вообще! Часто бывают панические атаки! Не знаю что делать в себе побороть не могу это мне кажется выход только суицид и всё";1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0
"Спасибо всем заранее
Напряженные моменты часто сопровождаются мыслями о суициде. Когда ссорюсь с мамой и выслушиваю ее крики о том, что я отвратительна, это обостряется ещё сильнее. Хотя чаще всего я понимаю, что это не выход и многим людям будет грустно. Но когда я злюсь, плачу, когда мне больно, я думаю, что всем так будет проще. 

Ещё я одинока, мне не с кем поговорить на эту тему. У меня есть старые друзья, приятели, но как вообще такое можно кому-то сказать? Что подумает мама? Она же меня воспитала и она будет винить себя. Она итак рано лишилась своих родителей, а тут ещё и ребёнок такой проблемный. Мама моя вообще не может видеть мои слёзы. Реакция очень негативная. Вместо поддержки я слышу, что я размазня. Я это знаю и без неё. Хочется, чтобы меня просто обняли. Можно даже ничего не говорить. Главное быть рядом. 

Четвёртый день я нахожусь в подвешенном состоянии. Я даже не знаю какова главная причина всего этого. Может нелюбимый колледж и все что с ним связано, дом или сама я. 

На самом деле я очень хочу жить. Но жить я хочу иначе. Я не знаю, что мне делать и как все поменять. Я запуталась. ";1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0
"суицид
Здравствуйте, меня тревожат постоянные мысли о суициде. Родные люди, родители, близкие друзья, любимый человек - все отвернулись от меня по нкизвестным мне причинам. Просто попросили больше не звонить, не писать и забыть. Я не могу понять что происходит. я осталась одна. мне не ради кого продолжать жить, я обсалютно одна... что мне делать?";1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
"Как умереть во сне без боли?
мне не хочется жить. уже пошел 2 год как я думаю о самоубивстве. мне кажется на это повлиял переходный возраст и повышенная чуствительность т.к. я не чувствую от приемных родителей любви. еще могло повлиять смерть родной мамы которую я очень хотела увидеть но не успела. в ноябре я царапала руки и мама приемная отвела меня к психиатору а тот отправил на месяц в больницу а после больници я решила уйти от родителей. долго боялась об этом сказать но все таки сказала мама предложила снять комнату но я все равно думаю о суициде. вроде уже все хорошо но все равно хочется умереть. мне кажется в том мире куда я попаду все будет хорошо и я увижу своих родных родителей. мне говорят что я закопалась в минусах и мне надо искать плюсы а у меня это плохо получается. и я не знаю как мне научится быть счастливой в этом мире. к психологу и психиатору я хожу. и даже пью лекарство но мысли от этого не меняются.";1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"Я, конечно, могу жить, но уже и не хочу
Я бы хотела узнать иную точку зрения и услышать советы по поводу моих дальнейших действий. Возможно, это поможет мне увидеть другие пути выхода из данных условий моей жизни. Меня зовут Дарья, мне 18 лет. С раннего детства я думала о самоубийстве, как о выходе из того или иного конфликта. Читала книги именно с уклоном на суицид, смотрела подобные фильмы, изучая поведение героя с такими мыслями, понимала, что плохо было не мне одной, от того становилось проще: «Не одна я это переживаю», осознавая, я могла спуститься на землю. Осознавая ответственность перед семьей и друзьями, последствия и тому подобное. Но, наступает момент, когда это отходит на второй план, как бы, затуманиваясь, не дает мне зацепиться за жизнь. Меня ничего не цепляет. Сейчас я нерасторопно делаю уборку в комнате, изучаю, какой способ выхода из жизни будет меньше всего влиять на человека из моего окружения. Я не думаю, что сделаю это скоро, потому что я много чего еще должна сделать при жизни, но я правда немного опасаюсь того, что я переступлю грань в дальнейшем. Я бы не хотела этого. Я бы вообще ничего не хотела. Меня ничего не радует, но и к радости я особо не тянусь. Я просто хочу, чтобы это прекратилось. ";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Я не могу контролировать эмоции
Доброй ночи, довольно сложно было решится на этот шаг, но я уже в отчаянии. Долгое время были очень отрицательные отношения с отцом, постоянные ссоры, крики, алкоголь делал ситуацию ещё хуже. Было несколько попыток суицида, чувствовала что эта жизнь не для меня, но либо не решалась в итоге, либо просто чудо случалось. С возрастом я переехала к молодому человеку, с отцом хорошие отношения, мне сделали предложение. В отношениях все прекрасно, но стала замечать сильные проблемы в контроле эмоций. Бывают затяжные периоды апатии, постоянно сплю, мало ем, все свободное время лежу в кровати. После апатии начинается период бешенства, меня очень легко обидеть, вывести на крик, я начинаю наносить вред себе в попытке успокоиться, раскидываю вещи, разбиваю кулаки. Мне страшно становится копией отца, стараюсь быть в одиночестве, никому не показывать и очень страшно кому то навредить. В будущем я хочу завести семью, но копией отца быть не хочу. Я вроде должна быть счастлива, со всеми хорошие отношения, но не получается сколько себя не мучай. Никому из родных не могу высказать это, попросить о помощи, показать слабость. Всю жизнь боюсь что со мной что то не так. Очень сильно хочу наслаждаться жизнью, которую смогла сохранить, но не получается и за это себя корю. ";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0
Что делать если близкий человек хочет совершить суицид? Как ему помочь?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Желание умереть
Здравствуйте, меня зовут Алена. В школе у меня напряженные отношения с учителями и одноклассниками. В детстве со мной практически никто не дружил, так как считали меня человеком, который отличается от массы (некрасивым). В 12 лет я начала резать свои запястья, делать на них синяки и кусать кожу, дабы перенести эмоциональную боль. В средней школе у меня появились друзья, но они части унижали меня. Я взялась за учебу, чтобы повысить соц. статус, и это сработало, у меня с этого момента были друзья, но теперь мне страшно написать что-нибудь на плохую оценку. Когда я меняла что-то в себе, чтобы меня перестали оскорблять, то ничего не менялось. Я не могу принять свою внешность и себя. Очень частные мысли о суициде. С ними появились: сонливость, раздражение, усталость, головные боли. Хочу избавиться от этого, как мне это сделать?";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0
"Измена партнеру
Добрый день. Я уже обращалась на ваш сайт ранее.

Я изменила своему любимому человеку с манипулятором который буквально до безумия влюблен, без памяти. Мы общаемся почти год и все это время я объясняла что люблю другого, но он слышать ничего не хочет об этом, бывали частые случаи манипуляций мол если не ты, то тогда никто. Угрозы тем, что он сопьется, будет употреблять наркотики и прочее. Я всегда относилась с пониманием к его чувствам и старалась объяснить ситуацию, но помогало это очень ненадолго... Недавно я поддалась на провокацию, человек просто увез меня с работы к себе, а сопротивляться было страшно и неудобно, но больше неудобно. Теперь, поняв что я изменила любимому человеку, себе, потеряла достоинство, не могу оборвать общение с тем,с кем переспала, так как боюсь что он с собой что то сделает, так как случаи попытки и мысли об этом уже были. Этот человек хочет со мной отношений и не принимает отказа, за счет как он говорит своих сильных чувств, которые он никогда не испытывал, и в теории может обо всем рассказать моему молодому человеку, получив отказ. Я потеряла понимание, и осознание что делать дальше, имею мысли покончить со всем этим посредством суицида. ";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0
"Я сам все сделал что бы уйти
Вот он тот момент невозврата.

Все в моей жизни идёт в ад .

Я очень много врал своему любимому человеку , набрал долгов, попытка суицида и все это привело меня к тому что мне нужно просто либо повторить все что я уже пытался сделать либо просто уйти и жить на улице ив далеке от всех.

Я всем причиняю боль, моё враньё, даже пить начал это ничего не меняет.

Моя жизнь превратилась в ад и сейчас я превращаю ее в ад не только себе.

Мне кажется настал момент уйти";1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
