rep;r1-;r2-;r3-;r4-;r5-;r6-;r7-;r8-;r9-;r10-;r11-;r12-;r13-;r14-;r15-;r16-;r17-;r18-;r19-;r20-;r21-;r22-;r23-;r24-;r25-;r26-;r27-;r28-;r29-;r30-;r31-;r32-;r33-
"Доброе время суток.
Решился открыть тему с советом, и хотя не жду особых результатов, так как проблему не могу решить уже 9лет.
9лет у меня серьезная клиническая депрессия. Я посетил кучу классических психологов, ведических психологов, астрологов, разных мастеров энергических практик, йоги, врачей китайской медицины итд.
Воз и ныне там. Стрессы и суицидальное настроение. Далее по пунткам.

Меня зовут Осип. Мне 26лет. Не смотря на имя, я не еврей, а русский. Иногда я безумно жалею, что я не еврей, ибо кажется, что людям с еврейской внешностью и еврейским менталитетом в жизни гораздо легче. Особенно сейчас в западной Европе.
Родился в городе Мытищи, что с одной стороны почти Москва, с другой - независимый город. После окончания школы я мечтал переехать жить в Москву, учиться в МГУ, но жизнь сложилась так, что уехал в Винер Нойштадт. Точно такие же Мытищи, только в Австрии, полчаса езды от Вены.

Первые симптомы.
18летие, окончание с горем пополам первого курса местного экономического Вуза. И полное и тотальное разочарование во всем. Я всегда задумывался, ибо этот вопрос задавался всегда - что послужило первым толчком. Я всегда отвечал разные вещи. Это и отрыв от моего, привычного мира, хотя я этот отрыв хотел. Наверно, это то, что мой переезд все-таки не был моей идеей, а идеей родителей. Родители по большому счету переехали со мной, купили дом в этом городке, но окончательно переехать не получалось и большее время я был один. В вузе я общался в основном с русско-говорящими (я учился на факультете для иностранцев) или с итальянцами и португальцами. Близкими друзьями я не мог назвать никого.
Отношения с противоположным полом не складывались сразу. Немецкий я знал очень плохо, чтобы знакомится мимо университета, с коллегами по группе не получалось,да и особо не хотелось.

Депрессия разрасталась. Она начинала иметь довольно яркие физические очертания - проблемы с дыханием, онемение конечностей. В один прекрасный момент, когда проблемы с учебой переросли все разумные пределы, то я решился на суицид. Назначил дату, на 17июня 2006года, как сейчас помню. Идею с отравлением отмел сразу, это только в фильмах детективах- выпил яд и сразу умер. В жизни организм может и отторгнуть, чтоб наверняка решил застрелиться. Сдал экзамен на огнестрельное оружие, дело оставалось за малым - купить пистолет, 21 мне уже был.
Но в тот момент депрессивный аффект прошел, и верх взяла лень - лень купить оружие. И страх - страх, что что-то пойдет не так, и останусь калекой.
Я его так и не купил.

После окончания вуза родители оставили идею переезда, но дом оставили. Почти все мои друзья по вузу разъехались кто куда, я остался один. Но каким-то чудом я нашел неплохую работу в паре шагов от дома.

Сейчас ситуация - у меня есть средняя, бесперспективная работа, я получаю смехотворные по австрийским меркам 2600евро в месяц. При довольной дорогой жизни здесь за 5 лет работы я не накопил ни евро.
На работе причем меня кстати, боятся потерять, ибо пока заменить меня некем, и всячески меня ублажают, когда у меня начинаются припадки депрессии. Я писал заявление об увольнении уже раз 5 наверно и всегда забирал их обратно. Двигал страх, что да, в этом городе ты лучше не найдешь (а это так, тут две улицы и три дома по большому счету, вакансий почти нет, а куда то переезжать жить - нужно тратиться еще и на проживание). Да и грызет то, что я то больше ничего не умею. И прекрасно знаю, как тяжело адаптироваться на новом месте, если уезжать.

Друзей у меня нет, вечера по большому счету я проводу один, интернет+тв, в выходные я обычно работаю. Иногда выбираемся на пиво с коллегами, иногда выезжаю в гости к родственникам, которые живут в Вене (родители продолжают жить в Мытищах и в принципе до меня им дела нет, у них куча своих проблем). Хожу на курсы разные, то сноуборд, то саксофон, то цигун, то живопись.

Целей, желания жить нет. Причем их и не было никогда. А когда начинаются стрессы и проблемы, первым решением видится суицид.
В последнее время все чаще стала появляться идея все таки заехать и купить оружие, раз уж 5 лет назад у меня смелости не хватило. И вот на прошлой неделе я его заказал себе один.
И почему то сразу решил написать сюда.

Как я писал выше, за эти 9 лет я обращался к абсолютно разным людям - мне составляли астрологические карты, делали анализы по состоянию здоровья (у нас тут в Австрии очень популярны китайские врачи и медицина, я пропил уже наверно все травяные отвары, которые усиляют почечные/печеночные медианы, которые дают волю и энергию жизни) но толку нет, меня пытались подсадить на наркотики-антидепрессанты классические врачи, я на них не сажусь из принципа, я занимаюсь цигуном и йогой, стараюсь заниматься спортом, сноубордом и велосипедом. Но не регулярно и без особых успехов.

Я прекрасно понимаю, что миллиарды людей живут хуже меня, но я не говорю, что живу плохо. По бумагам я живу хорошо. Но жить я не хочу.
Я до сих пор считаю, что и рождаться я не хотел. Я честно пробовал научиться, радоваться мелочам, радоваться солнцу, итд, но проблемы и горечи бьют гораздо сильнее отучивают от всего вымученного оптимизма, показывая что все плохо.
Поэтому и хочу прервать все это бессмысленное существование. Как сделать его смысленным -я не знаю. Как не знал 9 лет назад, так и не знаю сейчас. И нет гарантий, что узнаю к 45 годам, когда меня просто разорвет кризис среднего возраста.
Спасибо.";1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"Здравствуйте, Акварель.
Спасибо за ваш ответ.
Я отказываюсь от фармакологических средств, так как считаю, что ничего, кроме привыкания, это не принесет.
Терапию я же я не отметал, другое дело, то что ее результаты были слабы мне как раз объясняли результатом отсутствия как раз фармакологии.

Встретить доброго волшебника - это интересно. Ктож не хочет?)

Я могу попросить удалить эту тему?
Спасибо";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте.
Мне очень нужна поддержка и совет,как быть.
На самом деле у меня таких серьёзных мыслей,чтобы покончить с жизнью не было, но в последнее время я просто не вижу смысла жить, когда изо дня в день одно и тоже и ничего не происходит, ничего не радует, даже не знаешь ради чего и ради кого ты здесь.
Я начну из далека. Ох,хотя очень трудно начать рассказывать с какого-то определённого момента и всё по порядку и так,чтобы было понятно.Надеюсь я вас не запутаю) В общем начну-ка я рассказывать про всю свою жизнь начиная с 15 лет,знаю это странно, но надеюсь вы всё прочтете и поможете мне. Так,сейчас мне 17 лет...я родилась и жила 16 лет в одном городе,моём любимом городе,где у меня друзья,родственники,и была вся моя жизнь.
Я с самого детства дружила с одной девочкой (К), потом мы с класса так 5 начали общаться с ещё кое-кем, но эти подруги с нами надолго не задерживались,потому что интересы были не схожи скажем так. Но вот с весны 7 класса мы начали хорошо общаться с двумя девчонками из параллельного класса (А) и (Кр),в последствии чего они стали для нас близкими подругами буквально за месяц так. Летом мы ещё хорошо заобщались с их одноклассниками парнями, гуляли и всё такое. Ну здесь всёё ооочень хорошо пока что) В 8 классе нас формируют по профилям,там (математический, гуманитарный и т.д.)...И так как всю нашу параллель перемешали можно сказать,мы начали узнавать всех ближе и в общем у нас сформировалась такая компания хорошая, нам просто все остальные завидовали) Вот, со мной в класс попала девочка (П), поясняю, она бывшая девушка моего старшего брата, и поэтому мы с ней так сразу же нашли общий язык, сейчас она для меня самый близкий человек, даже ближе,чем (К), намного...Но из-за этого мы часто ссорились с (К)...но ещё чаще с (А),потому что она была для меня тоже очень близка,тогда мы понимали друг друга как никто иной. Вот, в общем 8 класс был для нас самым лучшим наверное) Потом я начала общаться с мальчиком, старше меня на 3 года, влюбилась в него по уши,как думала тогда по крайней мере, и это при том,что он первый проявил внимание ко мне и симпатию, но из этого ничего не вышло, мы были друзьями,а сейчас вообще ничего друг о друге не знаем. На самом деле там опять же запутанная история. Там ещё замешана моя сестра,но в принципе это не важно,хотя мне его не хватает. Дальше в 9 классе моя (П) уехала в другой город жить,мне было очень тяжело без неё. Но после этого мы стали очень хорошо общаться с (Л), девчонка тоже с нами была в нашей компании. Ну опять всё было хорошо тогда,никаких проблем... 
В декабре этого года у меня умер дедушка,поэтому нашей семье пришлось потратить на это много денег, папа очень часто к ним ездил, к бабушке и дедушке в другую страну, и нам пришлось экономить на всём,что для меня было очень необычным и я была не привыкшая к такой жизни. Но потом всё стало ояпть налаживаться...в семье.
Зимой 9 класса мы поссорились с (Л) и где-то месяц с ней не общались, ну (К), (Кр) и (А) по всей видимости были рады этому...но потом я с ней помирилась,а девчонки нет...они начали меня настраивать против неё, вплоть до того,что начали поливать её грязью за моей спиной, разбираться там чё-то,но я конечно же об этом узнала и выбрала (Л),потому что не думала,что они могли бы так поступить...но в итоге я всё равно с ними помирились к выпускному, и так и начали общаться, то я была с (Л),то с девочками. Наступило лето...с (Кр) и (А) я опять поссорилась, не буду вдаваться в подробности почему, так очень долгая и сложная история...но с (А) я до сих пор не общаюсь,но это наверное и к лучшему,потому что сейчас она совсем другой человек,хотя бывает моменты,когда мне её не хватает,особенно сейчас,когда у меня рядом никого нет... но с (Кр) я как-то,но поддерживаю связь. 
Но проблема всё не в этом. Летом мы продали нашу квартиру и переехали в другой город...и сейчас с октября месяца 2011 года я живу в другом городе.
Как мы переехали, купили зедсь квартиру, начали ремонт и всё такое, но в декабре месяце умерла моя уже бабушка. и опять же все деньги ушли на это, работа над квартирой остановилась.И сейчас мои родители вообще хотят её продать,а что будут делать дальше я вообще не понимаю,так как они мне никогда ничего толком не объясняют...просто, как шкаф куда захотят туда и переместят, как и было с этим переездом.
Мне здесь очень тяжело одной,но они этого не понимают. Я могу буквально по пальцем пересчитать сколько раз я ходила гулять за эти последние полгода, просто для меня это очень дико, считая какая у меня была жизнь в моём городе. Даже моё 17-летие, которое проходило здесь,я чуть ли не одна справляла, вот тогда то я почувствовала себя полнейшим <...>, одиноким и некому не нужным. Очень обидно,что они так портят мне мои лучшие молодые годы. И так они меня с каждым днём начинают всё больше раздражать, как бы не правильно было так говорить о родителях,но всё же. Особенно отец,которого я всю жизнь ненавидела, и особенно когда они в очередной раз начинают ругаться...
Мой родной город, моя родная школа, мои любимые друзья, почти все наши родственники, всё там. И здесь я ужиться никак не могу. Да,вроде есть люди, с которыми можно пообщаться , все милые и дружелюбные, но такие чужие, хоть и живу я уже здесь полгода получается. Никогда наверное за все мои 17 лет мне не было так одиноко. Ладно, друзья,подруги, их здесь нет, но мне даже в любви никак не везёт, это очень стрёмно. Мне уже 17, а я всё одна. Мне так хочется любить и быть любимой, а никак не везёт. Я не уродина,а совсем наоборот, парни вроде и обращают на меня внимание,но ни как на девушку. Я каждую ночь плачу из-за этого. И так ужасно было все эти праздники быть одной, 14 февраля,8 марта...у всех счастье,любовь-морковь, а я,как тухлый помидор, можно прям пускать в расход на кетчуп. 
Мне очень хочется вернуться в свой город,и такое вполне возможно, мне есть там где жить, у тёти, и она бы была рада этому...так что это не проблема. Проблема договориться с родителями. Они у меня не такие, с ними не сядешь и не поговоришь по душам, они этого не поймут. Для них всё просто, такое ощущение,что я не умею чувствовать, и мне ничего не надо. Я и так с ними в последнее время очень холодна. 
Здесь я даже скатилась по оценкам, но я сама понимаю, что дело даже не в ужасной школе, ничего не знающих учителях и тупых учениках, как я утверждаю и на что жалуюсь уже полгода, а возможно какой-то мой такой внутренний протест. 
Я больше здесь не могу, мне чертовски одиноко и плохо. У меня просто апатия ко всему. Я даже не могу поделиться этим со своей (П), с которой мы постоянно созваниваемся по скайпу, и с которой я делюсь всем... 
Там, в моём городе все живут и радуются,а я здесь сижу и пишу на сайт <...>,мило, чё уж тут скажешь.
Я ооочень хочу уехать жить к тёте, но каждый раз,что я собираюсь поговорить об этом с мамой, никак не могу решиться, потому что знаю уже наперёд,что она на меня наорёт и скажет,что это невозможно...как решиться,что делать?
А если брать всё в целом,то проблема заключается в том,что я одна одинёшенька, без друзей рядом, без любви, на которую мне не везёт, ну и проблемы с родителями. 
Я просто коротаю дни и ночи, и всё свой свободное время провожу за буком...На самом деле я не могу передать то,что чувствую,что творится у меня на душе,но мне оочень хреново,очень.";0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
" 
Здравствуйте!!! Меня зовут Даша. Дело в том что я очень скромная, у меня нет и небыло подруг друзей, я все время одна. А сейчас мне 24 года пора заводить семью, рожать детей, а как если я боюсь общаться с парнями, да и негде я некуда не хожу, каждый день одно и то же работа дом работа. Мне кажется у меня никогда никого небудет, этого я очень боюсь. Из за этого хочется умереть. Помогите пожалуйста.";0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте!!! мне 24 года, жила до 15 лет в Кинешме, потом переехали в Иваново. Выучилась в фармацевтическом колледже на фармацевта, сейчат уже три года работаю в аптеке. У меня есть сестра старшая ей 26 лет у нее все хорошо муж, дочка, живут в Подольске. 
Если смотреть со стороны у меня все хорошо родители которые меня очень любят и никогда не ругают, сестра, сейчас с племянницой няньчилась. Выучилась, получила образование, работаю, все хорошо,.... но то что творится у меня в душе это просто невыносимо, я устала. 
Я очень скромная, у меня никогда небыло подруг, друзей, а я очень хотела их иметь а сейчас я уже и незнаю, мне кажется я привыкла к одиночеству, но все равно мне плохо от этого... от того что я все время одна.. На счет парней: я очень боюсь общаться с ними, наверное из за своей застенчивости... мне 24 года, а у меня еще небыло никаких отношений, у некоторых в мои годы уже семья. Мне кажется у меня никогда небудет мужа, ребенка и мне очень страшно от этого... я нехочу жить... да я бы уже давно бы закончила эту жизнь, но немогу из за родителей, они незаслужили этого... я еле еле держу себя в руках... иногда кажется что сил уже нет.... Да еще когда смотрю на себя в зеркало, мне ненравится свое изображение, мне кажется что я некрасивая, хотя все говорят что красивая.. может врут...Я запуталась, я непонимаю чего я хочу, чего мне надо от жизни, да и семью заводить я еще неготова, хотя хочется, или нехочется... незнаю. Наверное единственное чего я хочу умереть, мне даже кажется что я уже умерла, просто смотрю за происходящим... Плохо мне.";1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Здравствуйте!!! наверное скромный это который все время молчит и с которым неочем говорить, неинтересно... а как дружить с таким человеком, о чем говорить..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Здравствуйте! Да наверное вы правы я замкнутая, но я незнаю чем отличется скромный от замкнутого, для меня это почти одно и тоже. У меня такое ощющение что в голове пусто, у меня очень маленький словарный запас. Я незнаю очем говорить с людими.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Здравствуйте.
На протяжении нескольких лет меня не покидает мысль, что я не смогу найти девушку-будущую жену. Сопровождается она отсутствием желания жить. Два года назад на этой почве я совершил попытку самоубийства. Бывают периоды, когда она проходит, но конкретно сейчас она опять вогнала меня в глубочайшую депрессию, апогеем которой стало самобичевание.
Я создал тему на форуме: https://www.pobedish.ru/forum/viewtopic.php?f=12&t=13143

Вот мое первое сообщение:
Мне 22 года, живу в западном регионе Украины, в прошлом году получил степень магистра и нашел прекрасную, хорошо оплачиваемую работу. Тем не менее последний месяц стал одним из самых ужасных в моей жизни.

На этот форум я обращаюсь не впервые. Дело в том, что я совершил попытку самоубийства два года назад. После нее жизнь пошла вверх. Но основная проблема моей жизни так и не была решена.

Причиной, почему я захотел покончить с собой тогда, была неразделенная любовь, длившаяся 4 года. После неудавшийся попытки я нашел другую девушку. Но я ее не любил и решил порвать с ней, как оказалось потом - она меня не любила тоже. Потом закончил университет, нашел работу. И потом наступил январь 2012.

Начался он с того, что я нашел девушку, которая очень меня полюбила и я ее. А через несколько дней она перестала отвечать на звонки. Когда я написал СМС с вопросом что случилось, она ответила: ""Не звони больше. Извини."".
Потом мне понравилась еще одна девушка, которая тоже в один момент перестала мне отвечать, и со временем деликатно намекнула чтоб я больше ее не беспокоил. Потом я познакомился с еще одной, которой от меня нужны были только деньги. А потом я познакомился с еще одной, с которой я договорился о встречи, но когда я связался с ней чтобы уточнить время встречи, она, как и все, начала меня игнорировать. В конечном счете я себя жестоко избил. И я понимаю, что я не хочу так дальше жить. Я ненавижу себя за то, что любая девушка, которая мне понравилась, игнорирует меня в том числе и те, которые испытывают ко мне симпатию.

Еще в последнее время у меня периодично возникают воспоминания моих жизненных проколов, которые вызывают очень сильные негативные эмоции, длившиеся несколько секунд, во время которых я не могу себя контролировать (на публике такой ""наплыв"" случается очень редко, но вод когда я сам может доходить до нескольких раз в час).

Я понял что если так будет продолжаться, то одними самоизбиениями я не ограничусь. К психиатру пойти нет возможности.";1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0
"Скорее всю жизнь, просто в последние дни очень остро.
Родник писал(а):Эти неудачи заставляют вас испытывать сильные негативные эмоции. В конечном счете вы наказываете себя.
Возможно, Вы не совсем меня правильно поняли. Да, самобичевание происходит на почве ""любовных"" неудач.Но есть еще одна проблема психологического характера, возможно, не связана с предыдущей. 
На протяжении некоторого времени из памяти всплывают воспоминания моих жизненных неудач (не только связанные с девушками/женщинами). Результатом таких воспоминаний является возникновение сильных негативных эмоций и, как бы, неконтролируемая краткосрочная нервная реакция на такие эмоции.
Родник писал(а):Так в чем же суть проблемы? Проблема взаимоотношений с девушками или проблема в отношении к самому себе.
Предположу, что алгоритм такой:
Очередная неудача -> Осознание проблемы и присвоение ей статуса как критичной -> Возникновение агрессии -> Позиционирование себя как главного виновника -> Возникновение уныния параллельно с агрессией -> Направление агрессии на самого себя.

Родник писал(а):Думаю, что начать нужно с разговора о вас самом, не о ваших неудачах и не о ваших недостатках, а о Вас. Что вам нравится? Какой вы человек, что любите есть и читать? Как предпочитаете проводить свое время? Какой вы были в детстве? Как давно у Вас возникла привычка физически себя наказывать. 
Понимаете источник всех наших отношений это наше восприятие самого себя и наша способность принимать себя и через себя других. Давайте попробуем просто поговорить о Вас, о Вас, как о человеке интересном, много что умеющим и знающим, о Вас, как о личности. Попробуйте рассказать о себе без критических замечаний и само порицания.
Мне нравится наука и технологии, симфоническая музыка, чтение книг. С друзьями хожу на боулинг, бильярд, каток, езжу в горы на лыжи, играю в мини-футбол и настольный теннис.
Из художественной литературы люблю научную фантастику, так же много читаю о новейших технологиях.
В свободное время последние месяцы я занимался спортом, читал новости, писал компьютерные программы.
В детстве я был очень застенчивым.
Первый раз физически я себя избил примерно 2-2,5 года назад. В последнее время это произошло впервые 2 недели назад.

Всегда пытаюсь не доводить ситуацию до конфликтной. Исключение - если под вопросом стоят мои жизненные принципы, тогда я очень сильно могу пойти на конфронтацию (за всю жизнь такое случилось, возможно, один раз).
Не могу смириться, если в рабочем процессе используются неэффективные методы, пусть они и прекрасно работают на данном этапе.
Люблю создавать абстрактные модели и проекты (из разных сфер), умею координировать группу людей (связано с моей текущей работой), знаю компьютерное программирование (на среднем уровне, не имею соответствующего образования).

Образование: экономическое и управленческое.
Работа: в сфере туристического бизнеса.

Ну вот все, что пока в голову пришло.";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
" 
Я не вижу таких симптомов у себя.

Я считаю что у меня все хорошо и лучше вряд ли могло бы быть.

Тем не менее, я не хочу быть один. А не быть одним не получается. Соответственно, если учесть все за и против, я считаю, что жизнь уже сейчас не имеет логического продолжения. Основным виновником такой ситуации я вижу самого себя, отсюда и агрессия на себя.";1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
